พื้นที่,เนื้อที่ปลูก,ผลผลิต
พืชผัก,"1,009.75","2,952,995.00"
ข่า,1.5,"1,200.00"
ข้าวโพดหวาน,3,600
คะน้า,21.25,"8,435.00"
ชะอม,3,"12,920.00"
ตะไคร้,10.5,"48,230.00"
แตงกวา,7,"35,000.00"
แตงร้าน,20,"20,000.00"
แตงโมเนื้อ,403,"1,119,800.00"
ถั่วฝักยาว,17,"3,550.00"
ผักกวางตุ้ง,0.25,125
ผักบุ้งจีน,29,"8,700.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),480.25,"1,688,435.00"
ผักอื่นๆ,14,"6,000.00"
ทับปุด,85.35,"556,824.00"
ข้าว,1,954
ข้าวนาปี,1,954
พืชผัก,-195.65,"55,870.00"
ขมิ้น,-280,0
ข่า,1.5,"2,970.00"
ข้าวโพดรับประทานฝักสด,10,"5,000.00"
ข้าวโพดหวาน,4,"1,500.00"
คะน้า,4.75,"4,260.00"
แตงร้าน,47,"34,900.00"
แตงไทย,4.5,"1,500.00"
ถั่วฝักยาว,6,"2,300.00"
บวบ,2,0
ผักกวางตุ้ง,4,"1,100.00"
เห็ดนางฟ้า,0.6,"2,340.00"
สมุนไพรและเครื่องเทศ (รต.01),280,"500,000.00"
ขมิ้นชัน,280,"500,000.00"
ท้ายเหมือง,"2,493.50","2,526,160.50"
พืชไร่,"1,070.00","709,581.00"
ถั่วลิสง,30,"3,800.00"
มันเทศ,3,0
อ้อยเคี้ยว,12,0
สับปะรด,"1,025.00","705,781.00"
พืชผัก,"1,423.50","1,816,579.50"
ข่า,210,"159,990.00"
ข้าวโพดรับประทานฝักสด,46,547.5
ชะอม,11,"9,744.50"
ตะไคร้,491,"1,388,521.50"
แตงร้าน,75,"66,800.00"
แตงโมเนื้อ,292,"114,632.00"
ถั่วฝักยาว,137,"41,259.00"
บวบ,10,0
ผักกาดอื่นๆ,70,"27,975.00"
ผักบุ้งน้ำ,25,"5,250.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),19,"1,610.00"
มะเขือเทศบริโภคสด,0.5,0
มะเขือเปราะ,5,0
มะเขือยาว,1,250
มะเขืออื่นๆ,30,0
โหระพา,1,0
พัทลุง,"146,708.37","62,183,113.10"
เมืองพัทลุง,"55,789.00","21,261,000.00"
ข้าว,"54,218.00","20,332,800.00"
ข้าวนาปี,"54,218.00","20,332,800.00"
พืชไร่,100,"25,000.00"
ถั่วลิสง,50,0
มันเทศ,50,"25,000.00"
พืชผัก,934,"545,200.00"
ชะอม,4,0
ผักกวางตุ้ง,2,"1,000.00"
ผักบุ้งจีน,50,"32,500.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),686,"322,100.00"
มะเขือเปราะ,35,"3,300.00"
หอมแบ่ง(ต้นหอม),157,"186,300.00"
ไม้ดอก,537,"358,000.00"
บัวหลวง,537,"358,000.00"
กงหรา,"5,071.00","74,209.00"
ข้าว,"4,038.00",0
ข้าวนาปี,"4,038.00",0
พืชไร่,649,"5,000.00"
ถั่วเขียวผิวมัน,134,0
ถั่วลิสง,385,0
อ้อยเคี้ยว,10,"5,000.00"
สับปะรด,120,0
พืชผัก,384,"69,209.00"
ข่า,15,"3,000.00"
ข้าวโพดหวาน,179,"26,409.00"
ตะไคร้,14,"4,000.00"
แตงกวา,28,"7,200.00"
แตงร้าน,35,"4,400.00"
ถั่วฝักยาว,27,"13,300.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),60,"6,300.00"
มะเขือเปราะ,26,"4,600.00"
เขาชัยสน,"8,526.91","3,671,530.00"
ข้าว,"8,395.91","3,370,805.00"
ข้าวนาปี,"8,395.91","3,370,805.00"
พืชไร่,43,0
สับปะรด,43,0
พืชผัก,88,"300,725.00"
ข้าวโพดหวาน,30,0
แตงกวา,5,0
แตงร้าน,15,"23,500.00"
ถั่วฝักยาว,17,"246,852.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),10,"7,853.00"
มะเขือเปราะ,11,"22,520.00"
ตะโหมด,709,"478,030.00"
พืชไร่,305,"349,000.00"
ถั่วปันหยี(ถั่วหรั่ง),0,0
สับปะรด,305,"349,000.00"
พืชผัก,404,"129,030.00"
ข้าวโพดหวาน,140,"49,100.00"
คะน้า,9,600
ตะไคร้,18,550
แตงร้าน,30,"29,500.00"
ถั่วฝักยาว,40,"24,200.00"
ผักกวางตุ้ง,10,100
ผักกาดอื่นๆ,14,200
ผักบุ้งอื่นๆ,15,510
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),76,"13,200.00"
ฟักทอง,1,200
มะเขือเปราะ,20,"5,350.00"
ผักกูด,31,"5,520.00"
ควนขนุน,"41,017.11","14,448,424.30"
ข้าว,"40,487.36","14,130,595.00"
ข้าวนาปี,"40,462.36","14,130,595.00"
ข้าวนาปรัง,25,0
พืชไร่,60,0
ถั่วเขียวผิวมัน,21,0
ถั่วลิสง,39,0
พืชผัก,453.75,"317,710.00"
ข้าวโพดหวาน,72,"58,900.00"
คะน้า,1,"1,300.00"
แตงกวา,29,"33,100.00"
แตงโมเนื้อ,97,"81,500.00"
ถั่วฝักยาว,7,"4,200.00"
ผักกวางตุ้ง,13,"2,450.00"
ผักบุ้งจีน,21.5,"2,000.00"
ผักบุ้งน้ำ,0.5,350
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),129.25,"76,760.00"
ฟัก / แฟง,1,300
มะเขือเปราะ,62.25,"47,750.00"
หอมแบ่ง(ต้นหอม),2,"2,200.00"
เห็ดนางฟ้า,12.75,"5,000.00"
ผักอื่นๆ,5.5,"1,900.00"
ไม้ดอก,16,119.3
กุหลาบร้อยมาลัย,5,21
จำปี-จำปา,1.5,12.3
ดอกพุด,3,54.5
มะลิ (ไม้เด็ดดอก),6.5,31.5
ปากพะยูน,"12,951.00","4,942,960.00"
ข้าว,"11,541.00","4,851,050.00"
ข้าวนาปี,"11,541.00","4,851,050.00"
พืชไร่,981,"4,300.00"
ถั่วเขียวผิวมัน,972,"4,300.00"
ปอเทือง,9,0
พืชผัก,429,"87,610.00"
ข้าวโพดหวาน,190,"64,000.00"
แตงกวา,34,"2,560.00"
ถั่วฝักยาว,121,"14,250.00"
พริกขี้หนูเม็ดใหญ่,84,"6,800.00"
ศรีบรรพต,"2,873.00","916,780.00"
ข้าว,748,"289,200.00"
ข้าวนาปี,748,"289,200.00"
พืชไร่,"1,786.00","383,580.00"
ถั่วปันหยี(ถั่วหรั่ง),25,"4,700.00"
ถั่วลิสง,35,"8,000.00"
สับปะรด,160,"30,080.00"
หญ้าเลี้ยงสัตว์,"1,566.00","340,800.00"
พืชผัก,339,"244,000.00"
ข้าวโพดหวาน,130,"109,000.00"
คะน้า,17,"21,000.00"
แตงกวา,70,"80,000.00"
ถั่วฝักยาว,8,"3,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),104,"28,000.00"
ผักอื่นๆ,10,"3,000.00"
ป่าบอน,"11,076.27","9,350,667.00"
ข้าว,"7,077.27","2,192,320.00"
ข้าวนาปี,"7,077.27","2,192,320.00"
พืชไร่,"3,311.00","6,561,807.00"
ถั่วปันหยี(ถั่วหรั่ง),40,"10,000.00"
สับปะรด,"3,241.00","6,551,807.00"
พืชไร่อื่นๆ,30,0
พืชผัก,688,"596,540.00"
ข้าวโพดรับประทานฝักสด,7,"3,900.00"
ข้าวโพดหวาน,68,"9,790.00"
ตะไคร้,35,"42,500.00"
แตงกวา,169,"207,750.00"
แตงร้าน,24,"60,000.00"
แตงโมเนื้อ,10,"10,000.00"
ถั่วฝักยาว,120,"172,100.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),139,"48,160.00"
พริกขี้หนูเม็ดใหญ่,0,0
ฟักทอง,7,"6,400.00"
มะเขือเปราะ,77,"35,250.00"
ผักกูด,32,690
บางแก้ว,"2,239.35","1,008,635.00"
ข้าว,"2,129.35","963,400.00"
ข้าวนาปี,"2,129.35","963,400.00"
พืชไร่,2,260
สับปะรด,2,260
พืชผัก,108,"44,975.00"
ข้าวโพดหวาน,42,"33,950.00"
ตะไคร้,3,435
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),60.5,"9,520.00"
มะเขือเปราะ,2.5,"1,070.00"
ป่าพะยอม,"5,639.73","5,646,627.80"
ข้าว,"4,173.73","1,979,077.80"
ข้าวนาปี,"4,173.73","1,979,077.80"
พืชไร่,"1,253.50","3,341,470.00"
ถั่วปันหยี(ถั่วหรั่ง),0.5,200
หญ้าเลี้ยงสัตว์,"1,253.00","3,341,270.00"
พืชผัก,212.5,"326,080.00"
ขมิ้น,85,"105,000.00"
ข้าวโพดหวาน,6,"4,800.00"
แตงกวา,11.5,"5,340.00"
แตงร้าน,12,"22,700.00"
แตงโมเนื้อ,2,"3,600.00"
ถั่วฝักยาว,17,"23,670.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),45,"84,230.00"
มะเขือเปราะ,32,"76,100.00"
ผักอื่นๆ,2,640
ศรีนครินทร์,816,"384,250.00"
ข้าว,722,"294,050.00"
ข้าวนาปี,722,"294,050.00"
พืชไร่,38,"34,200.00"
ถั่วลิสง,38,"34,200.00"
สับปะรด,0,0
พืชผัก,56,"56,000.00"
ข้าวโพดหวาน,56,"56,000.00"
พิจิตร,"2,289,547.27","1,281,824,615.00"
เมืองพิจิตร,"251,241.20","152,665,764.00"
ข้าว,"246,943.00","150,678,550.00"
ข้าวนาปี,"185,262.00","125,466,490.00"
ข้าวนาปรัง,"61,681.00","25,212,060.00"
พืชไร่,"4,255.70","1,979,850.00"
ข้าวโพดเลี้ยงสัตว์,"2,060.25","1,854,790.00"
ถั่วเขียวผิวดำ,81,"30,750.00"
ถั่วเขียวผิวมัน,92,"42,200.00"
ถั่วลิสง,49,"43,150.00"
ถั่วเหลือง,11.2,"8,960.00"
อ้อยโรงงาน,"1,944.00",0
มันสำปะหลังโรงงาน,18.25,0
พืชผัก,42.5,"7,364.00"
ข้าวโพดหวาน,29.75,"3,325.00"
แตงกวา,0.75,39
แตงโมเนื้อ,5,"4,000.00"
พริกใหญ่,2,0
มะเขือเปราะ,0,0
มะเขือยาว,0,0
ผักอื่นๆ,5,0
วังทรายพูน,"134,767.00","79,101,282.00"
ข้าว,"128,623.00","69,913,722.00"
ข้าวนาปี,"122,772.00","66,164,100.00"
ข้าวนาปรัง,"5,851.00","3,749,622.00"
พืชไร่,"2,864.00","6,662,500.00"
ข้าวโพดเลี้ยงสัตว์,425,"438,900.00"
ถั่วเขียวผิวมัน,"1,367.00","227,800.00"
อ้อยโรงงาน,997,"5,927,800.00"
ปอเทือง,3,"3,000.00"
มันสำปะหลังโรงงาน,72,"65,000.00"
พืชผัก,"3,278.00","2,524,500.00"
แตงโมเนื้อ,"3,147.00","2,524,500.00"
พริกใหญ่,131,0
ไม้ดอก,2,560
ดอกรัก,2,560
โพธิ์ประทับช้าง,"184,985.50","107,577,665.00"
ข้าว,"170,667.00","99,087,500.00"
ข้าวนาปี,"117,662.00","68,636,100.00"
ข้าวนาปรัง,"53,005.00","30,451,400.00"
พืชไร่,"14,020.00","8,407,920.00"
ข้าวโพดเลี้ยงสัตว์,"6,455.00","1,677,920.00"
อ้อยโรงงาน,"6,945.00","6,610,000.00"
มันสำปะหลังโรงงาน,620,"120,000.00"
ถั่วดาวอินคา,0,0
พืชผัก,298.5,"82,245.00"
ชะอม,42.5,"1,045.00"
ถั่วฝักยาว,0,0
พริกใหญ่,30,"5,250.00"
ฟัก / แฟง,-28,0
มะเขือเปราะ,0,0
มะเขือยาว,40,"9,620.00"
มะเขืออื่นๆ,130,"65,500.00"
ผักอื่นๆ,84,830
ตะพานหิน,"243,216.00","154,102,709.00"
ข้าว,"235,298.50","146,820,584.00"
ข้าวนาปี,"215,147.50","139,792,234.00"
ข้าวนาปรัง,"20,151.00","7,028,350.00"
พืชไร่,"7,387.50","4,892,000.00"
ข้าวโพดเลี้ยงสัตว์,"5,985.50","3,200,300.00"
ถั่วเขียวผิวมัน,102,"43,500.00"
อ้อยโรงงาน,"1,300.00","1,648,200.00"
พืชผัก,530,"2,390,125.00"
ข่า,12,"1,000.00"
ชะอม,327,"1,430,175.00"
แตงกวา,3.5,"99,000.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),30,"26,810.00"
พริกขี้หนูเม็ดใหญ่,157.5,"833,140.00"
บางมูลนาก,"200,749.68","120,887,195.00"
ข้าว,"200,354.93","120,450,957.50"
ข้าวนาปี,"177,032.93","111,289,857.50"
ข้าวนาปรัง,"23,322.00","9,161,100.00"
พืชไร่,262,"91,220.00"
ถั่วเขียวผิวมัน,150,0
เผือก,2,"3,220.00"
อ้อยโรงงาน,110,"88,000.00"
พืชผัก,123.75,"345,015.50"
ข่า,5,"6,000.00"
ขิง,6,"7,200.00"
ข้าวโพดรับประทานฝักสด,12.75,"1,912.50"
ชะอม,1,50
แตงโมเนื้อ,61,"289,100.00"
ถั่วฝักยาว,3,"3,185.00"
ผักบุ้งจีน,4,"3,008.00"
พริกขี้หนูเม็ดเล็ก(ขี้หนูสวน),2,"1,700.00"
พริกขี้หนูเม็ดใหญ่,15,"16,780.00"
มะเขืออื่นๆ,14,"16,080.00"
ไม้ดอก,7,0
บัวหลวง,5,0
มะลิ (ไม้เด็ดดอก),2,0
ไม้ประดับ,2,2
ชวนชม,2,2
โพทะเล,"322,876.00","221,711,072.00"
ข้าว,"308,283.00","180,795,350.00"
ข้าวนาปี,"188,569.00","143,150,400.00"
ข้าวนาปรัง,"119,714.00","37,644,950.00"
พืชไร่,"12,717.00","28,804,222.00"
ข้าวโพดเลี้ยงสัตว์,"4,637.00","6,214,422.00"
งาดำ,8,100
ถั่วเขียวผิวมัน,"4,256.00","867,440.00"
อ้อยโรงงาน,"1,535.00","16,875,000.00"
มันสำปะหลังโรงงาน,"2,281.00","4,847,260.00"
ข้าวโพดเลี้ยงสัตว์ (เมล็ดพันธุ์),0,0
พืชผัก,"1,876.00","12,111,500.00"
ข่า,"1,861.00","12,096,700.00"
บวบ,2,"1,800.00"
ฟักทอง,13,"13,000.00"
สามง่าม,"228,859.00","122,301,900.00"
ข้าว,"209,185.00","117,757,400.00"
ข้าวนาปี,"158,088.00","93,796,600.00"
ข้าวนาปรัง,"51,097.00","23,960,800.00"
พืชไร่,"19,423.00","4,435,000.00"
ข้าวโพดเลี้ยงสัตว์,"2,303.00","1,435,000.00"
เผือก,25,0
อ้อยโรงงาน,"15,439.00",0
มันสำปะหลังโรงงาน,"1,656.00","3,000,000.00"
